Organization Code,Orgnazation Name,American Indian or Alaskan Native,Asian,Black or African American,Hispanic or Latino,White,Native Hawaiian or Other Pacific Islander,Two or More Races,Percent Minority,Year,% FREE AND REDUCED,K-12 COUNT,All Students Graduation Rate,All Students Completion Rate,Female Graduation Rate,Male Graduation Rate,Female Completion Rate,Male Completion Rate,Pupil/Teacher Ratio,T_Ind_F,T_Ind_M,T_Ind_T,T_As_F,T_As_M,T_As_T,T_Bl_F,T_Bl_M,T_Bl_T,T_Hi_F,T_Hi_M,T_Hi_T,T_Pac_F,T_Pac_M,T_Pac_T,T_Two_F,T_Two_M,T_Two_T,T_Whi_F,T_Whi_M,T_Whi_T,T_Total_Count,Total FTE,Average Salary
520,CHEYENNE COUNTY RE-5,0,0,1,34,147,0,0,0.1923,14,0.4477,172,0.833,0.833,0.833,0.833,0.833,0.833,10.07,0,0,0,0,0,0,0,0,0,0,1,1,12,5,17,0,0,0,0,0,0,18,18,35727.35
540,CLEAR CREEK RE-1,14,8,2,78,756,0,32,0.1506,14,0.253,822,0.808,0.808,0.958,0.679,0.958,0.679,15.864,0,0,0,0,0,0,0,0,0,2,0,2,45,17,62,0,0,0,0,0,0,64,61,39694.95
550,NORTH CONEJOS RE-1J,5,0,6,549,401,0,3,0.584,14,0.6618,964,0.852,0.852,0.824,0.872,0.824,0.872,14.99,0,0,0,0,0,0,0,0,0,14,6,20,35,18,53,0,0,0,0,0,0,73,71.1,40068.78
560,SANFORD 6J,2,0,0,126,261,0,2,0.3325,14,0.5604,364,0.947,0.947,0.909,1,0.909,1,14.72,0,0,0,0,0,0,0,0,0,1,1,2,15,8,23,0,0,0,0,2,2,27,26.5,39415.53
580,SOUTH CONEJOS RE-10,4,0,1,182,30,0,1,0.8624,14,0.8028,218,1,1,1,1,1,1,9.82,0,0,0,0,0,0,0,0,0,13,6,19,1,2,3,0,0,0,0,0,0,22,22.1,36720.14
640,CENTENNIAL R-1,0,0,5,198,18,0,0,0.9186,14,0.8829,205,1,1,1,1,1,1,10.63,0,0,0,0,0,0,0,0,0,9,3,12,7,2,9,0,0,0,0,0,0,21,20.8,31233.31
740,SIERRA GRANDE R-30,0,1,1,195,48,1,8,0.811,14,0.815,254,0.9,0.967,0.875,0.909,1,0.955,11.75,0,0,0,0,1,1,0,0,0,7,6,13,6,2,8,0,0,0,0,0,0,22,21.6,39734.76
770,CROWLEY COUNTY RE-1-J,6,0,2,162,256,0,11,0.4142,14,0.7048,437,0.714,0.821,0.733,0.692,0.933,0.692,14.18333333,0,0,0,2,0,2,0,0,0,0,0,0,20,7,27,0,0,0,0,1,1,30,30.8,34362.14
860,CUSTER COUNTY SCHOOL DISTRICT C-1,5,3,2,9,365,0,13,0.0806,14,0.4877,365,0.854,0.854,0.778,0.913,0.778,0.913,12.52,0,0,0,0,0,0,0,0,0,0,0,0,23,8,31,0,0,0,1,0,1,32,31.3,35549.09
870,DELTA COUNTY 50(J),39,77,38,1056,3766,4,95,0.2579,14,0.5245,4787,0.816,0.839,0.848,0.784,0.868,0.809,23.00625,1,1,2,0,1,1,0,0,0,7,6,13,191,87,278,0,0,0,0,0,0,294,283.4,37019.11
880,DENVER COUNTY 1,578,2928,12235,50467,19593,201,2837,0.7795,14,0.7033,83891,0.628,0.67,0.688,0.572,0.715,0.628,15.68031915,17,6,23,62,23,85,155,77,232,714,236,950,"3,191","1,050","4,241",3,2,5,135,40,175,"5,711",5849.9,43508.2
890,DOLORES COUNTY RE NO.2,4,0,0,6,256,0,3,0.0483,14,0.512,250,0.821,0.821,0.882,0.727,0.882,0.727,10.76666667,0,0,0,0,0,0,0,0,0,0,0,0,19,6,25,0,0,0,0,0,0,25,24.8,34505.1
900,DOUGLAS COUNTY RE 1,325,2776,904,9487,50259,100,2851,0.2465,14,0.1128,64960,0.889,0.904,0.908,0.871,0.917,0.892,22.43047059,6,1,7,24,4,28,4,6,10,93,28,121,"2,590",695,"3,285",0,2,2,26,7,33,"3,486",3388,50165
910,EAGLE COUNTY RE 50,42,61,38,3455,3010,4,103,0.5516,14,0.4144,6464,0.816,0.816,0.843,0.786,0.843,0.786,15.65111111,0,0,0,3,1,4,0,0,0,20,3,23,337,85,422,1,0,1,5,0,5,455,433.3,46339.15
920,ELIZABETH C-1,15,12,9,243,2188,2,76,0.1403,14,0.1791,2429,0.918,0.927,0.932,0.906,0.942,0.915,44.6125,0,0,0,0,1,1,0,0,0,1,1,2,117,40,157,0,0,0,0,0,0,160,150.2,37312.62
930,KIOWA C-2,0,0,2,35,243,2,5,0.1533,14,0.332,259,0.889,0.889,0.933,0.857,0.933,0.857,10.35333333,0,0,0,0,0,0,0,0,0,0,0,0,22,6,28,0,0,0,0,0,0,28,27.2,33894.25
940,BIG SANDY 100J,2,0,1,27,254,2,9,0.139,14,0.4515,268,0.905,0.905,0.929,0.857,0.929,0.857,11.01333333,0,0,0,0,0,0,0,0,0,1,0,1,18,10,28,0,0,0,0,0,0,29,26.5,36255.2
950,ELBERT 200,0,3,0,8,204,0,6,0.0769,14,0.3019,212,1,1,1,1,1,1,11.425,0,0,0,0,0,0,0,1,1,0,0,0,15,4,19,0,0,0,0,0,0,20,19.3,34241.26
960,AGATE 300,0,0,0,2,8,0,0,0.2,14,0.5,10,0,0,0,0,0,0,4.49,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,2.2,35690.28
970,CALHAN RJ-1,0,1,4,36,414,0,8,0.1058,14,0.4475,438,0.833,0.833,0.857,0.81,0.857,0.81,14.93333333,0,0,0,1,0,1,0,0,0,1,0,1,23,8,31,0,0,0,0,0,0,33,31.4,36077.07
980,HARRISON 2,128,271,1848,5294,3057,120,723,0.7328,14,0.7196,11441,0.776,0.789,0.812,0.74,0.821,0.758,16.635,2,1,3,8,2,10,24,4,28,29,6,35,452,143,595,1,0,1,15,5,20,692,679.4,41654.45
990,WIDEFIELD 3,62,127,870,2468,4764,134,858,0.4868,14,0.4497,8839,0.811,0.831,0.865,0.76,0.88,0.783,17.2475,2,0,2,2,2,4,12,4,16,27,6,33,362,98,460,3,0,3,14,0,14,532,522.4,43995.76
1000,FOUNTAIN 8,82,110,1018,2125,3907,132,746,0.5188,14,0.4572,7758,0.823,0.833,0.855,0.795,0.866,0.805,15.575,3,1,4,9,1,10,16,11,27,25,10,35,350,93,443,0,0,0,0,0,0,519,505.4,46941.89
1010,COLORADO SPRINGS 11,239,505,2089,8615,14660,103,2121,0.4826,14,0.595,27676,0.682,0.709,0.743,0.62,0.764,0.654,16.00473684,5,2,7,19,6,25,37,24,61,91,31,122,"1,153",363,"1,516",4,1,5,17,6,23,"1,759",1727.8,45315.15
1020,CHEYENNE MOUNTAIN 12,18,203,157,741,3755,8,266,0.2706,14,0.1455,5009,0.959,0.964,0.968,0.949,0.968,0.961,15.71272727,2,0,2,0,0,0,1,0,1,8,4,12,253,81,334,0,0,0,3,0,3,352,349.7,43094.1
1030,MANITOU SPRINGS 14,18,11,16,132,1240,2,39,0.1495,14,0.2681,1421,0.895,0.91,0.957,0.825,0.971,0.841,14.2025,0,0,0,0,0,0,1,0,1,2,0,2,57,42,99,0,0,0,0,0,0,102,98.8,41745.7
1040,ACADEMY 20,103,933,734,3093,18207,76,1432,0.2592,14,0.1275,24245,0.898,0.913,0.917,0.88,0.928,0.898,16.01857143,6,0,6,14,1,15,11,3,14,70,19,89,"1,109",329,"1,438",1,0,1,19,1,20,"1,583",1500.6,46251.35
1050,ELLICOTT 22,4,2,36,283,689,2,56,0.3573,14,0.6875,992,0.804,0.848,0.864,0.75,0.909,0.792,14.64666667,0,0,0,0,1,1,0,1,1,1,3,4,45,16,61,0,0,0,0,1,1,68,72.9,34728.68
1060,PEYTON 23 JT,9,8,11,77,498,1,18,0.1994,14,0.3078,601,0.962,0.962,0.962,0.963,0.962,0.963,12.23666667,0,0,0,0,0,0,0,0,0,1,1,2,32,9,41,0,0,0,0,0,0,43,46.5,34760.67
1070,HANOVER 28,2,0,7,71,172,0,8,0.3385,14,0.7595,237,0.857,0.857,0.9,0.75,0.9,0.75,13.9,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16,0,0,0,0,0,0,16,17,36929.41
1080,LEWIS-PALMER 38,41,158,63,618,5055,6,266,0.1856,14,0.0875,5979,0.96,0.962,0.961,0.958,0.961,0.962,17.09444444,2,1,3,0,0,0,0,0,0,8,3,11,273,71,344,0,0,0,11,2,13,371,348.5,44255.38
1110,FALCON 49,133,458,1181,4516,11843,81,1340,0.3943,14,0.3252,19274,0.645,0.654,0.66,0.628,0.666,0.641,21.03181818,7,1,8,4,5,9,12,6,18,22,9,31,636,197,833,3,0,3,7,4,11,913,919.8,40682.68
1120,EDISON 54 JT,0,1,0,13,195,1,7,0.1014,14,0.4545,209,0.538,0.538,0.667,0.429,0.667,0.429,28.99,0,0,0,0,0,0,0,0,0,0,0,0,10,2,12,0,0,0,0,0,0,12,12,34867.55
1130,MIAMI/YODER 60 JT,1,0,1,50,218,0,8,0.2158,14,0.64,250,0.75,0.813,0.857,0.667,0.857,0.778,11.835,0,0,0,0,0,0,0,1,1,0,0,0,13,8,21,0,0,0,0,0,0,22,25.1,29080.8
1140,CANON CITY RE-1,33,22,15,450,2981,4,98,0.1726,14,0.5626,3603,0.776,0.819,0.812,0.741,0.855,0.783,21.32777778,0,0,0,0,0,0,1,0,1,1,5,6,164,63,227,0,0,0,0,0,0,234,228.2,45334.74
1150,FREMONT RE-2,3,7,6,224,1091,1,41,0.2054,14,0.5302,1373,0.814,0.821,0.828,0.805,0.828,0.816,14.04,0,0,0,0,0,0,0,0,0,6,3,9,64,27,91,0,0,0,0,0,0,100,97.1,40639.09
1160,COTOPAXI RE-3,3,1,0,9,202,0,6,0.086,14,0.5911,203,0.769,0.769,1,0.7,1,0.7,11.79,0,0,0,0,0,0,0,0,0,0,0,0,13,6,19,0,0,0,0,0,0,19,18.9,32230.83
1180,ROARING FORK RE-1,20,40,16,3032,2418,5,82,0.5692,14,0.4291,5423,0.831,0.836,0.896,0.768,0.896,0.779,14.84666667,0,0,0,4,0,4,0,0,0,18,4,22,271,75,346,0,0,0,0,0,0,372,354,47515.84
1195,GARFIELD RE-2,13,19,19,2104,2580,2,91,0.4656,14,0.5377,4668,0.805,0.842,0.878,0.741,0.906,0.785,16.554,0,0,0,1,0,1,0,0,0,6,3,9,189,90,279,0,0,0,0,2,2,291,287,40255.85
1220,GARFIELD 16,25,1,6,365,604,4,33,0.4181,14,0.4884,952,0.75,0.762,0.857,0.643,0.857,0.667,17.1375,0,0,0,0,1,1,0,0,0,0,1,1,42,16,58,0,0,0,0,0,0,60,58.6,38448.24
1330,GILPIN COUNTY RE-1,0,8,5,49,334,4,29,0.2214,14,0.2688,398,0.947,0.947,0.9,1,0.9,1,12.065,0,0,0,0,0,0,0,0,0,0,0,0,27,9,36,0,0,0,0,1,1,37,35.9,43409.86
1350,EAST GRAND 2,7,5,4,169,1085,8,21,0.1647,14,0.2985,1236,0.855,0.855,0.941,0.786,0.941,0.786,12.892,0,0,0,1,0,1,0,0,0,0,0,0,79,17,96,0,0,0,2,0,2,99,94.1,45016.05
1360,GUNNISON WATERSHED RE1J,7,7,11,317,1548,1,38,0.1975,14,0.2526,1849,0.871,0.885,0.93,0.809,0.93,0.838,19.68428571,0,0,0,0,0,0,0,0,0,2,0,2,105,25,130,0,0,0,0,0,0,132,129.2,45228.29
1380,HINSDALE COUNTY RE 1,3,0,1,6,84,0,2,0.125,14,0.3333,87,1,1,1,1,1,1,7.6,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,0,0,0,0,0,0,10,11.3,28812.39
1390,HUERFANO RE-1,31,3,6,332,163,2,0,0.6965,14,0.8254,504,0.741,0.741,0.75,0.733,0.75,0.733,12.02666667,0,0,0,1,2,3,0,0,0,5,4,9,25,7,32,0,0,0,0,0,0,44,44.1,33680.91
1400,LA VETA RE-2,0,0,0,58,155,0,2,0.2791,14,0.5867,196,0.909,0.909,0.857,1,0.857,1,11.25,0,0,0,0,0,0,0,0,0,2,0,2,14,4,18,0,0,0,0,0,0,20,19.3,38493.45
1420,JEFFERSON COUNTY R-1,570,2618,1018,21143,58115,155,2928,0.3285,14,0.3177,83613,0.829,0.853,0.863,0.798,0.881,0.828,23.34435583,16,11,27,38,12,50,2,8,10,224,68,292,"3,303","1,076","4,379",6,2,8,51,13,64,"4,830",4724.3,54100.42
1430,EADS RE-1,3,0,1,18,152,1,0,0.1314,14,0.3987,153,1,1,1,1,1,1,8.966666667,0,0,0,0,0,0,0,0,0,0,0,0,16,6,22,0,0,0,0,0,0,22,20.4,32812.07
1440,PLAINVIEW RE-2,0,0,0,2,63,0,1,0.0455,14,0.5161,62,0.6,0.6,0.6,0,0.6,0,6.225,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10,0,0,0,0,0,0,10,10.6,32323.53
1450,ARRIBA-FLAGLER C-20,1,3,0,19,168,1,3,0.1385,14,0.515,167,1,1,1,1,1,1,11.35,0,0,0,0,0,0,0,0,0,0,0,0,15,3,18,0,0,0,0,0,0,18,17.2,37255.88
1460,HI-PLAINS R-23,2,0,3,24,81,0,1,0.2703,14,0.6531,98,1,1,1,1,1,1,6.51,0,0,0,0,0,0,0,0,0,0,0,0,13,3,16,0,0,0,0,0,0,16,17,29716.54
1480,STRATTON R-4,4,0,0,41,166,0,1,0.217,14,0.6034,174,1,1,1,1,1,1,10.91333333,0,0,0,0,0,0,0,0,0,0,0,0,14,4,18,0,0,0,0,0,0,18,17.7,31448.62
1490,BETHUNE R-5,0,3,0,43,69,0,2,0.4103,14,0.7037,108,0.895,0.947,0.8,1,0.9,1,9.25,0,0,0,0,1,1,0,0,0,0,1,1,11,3,14,0,0,0,0,0,0,16,12.6,35922.54
1500,BURLINGTON RE-6J,5,7,8,328,429,0,7,0.4528,14,0.5934,701,0.825,0.825,0.92,0.75,0.92,0.75,14.67666667,0,0,0,0,0,0,0,0,0,2,0,2,32,18,50,0,0,0,0,1,1,53,52.5,32905.19
1510,LAKE COUNTY R-1,5,1,1,754,319,0,13,0.7081,14,0.7505,982,0.767,0.767,0.8,0.737,0.8,0.737,25.5,0,0,0,0,0,0,0,0,0,2,0,2,39,16,55,0,0,0,0,0,0,57,56.5,36082.52
1520,DURANGO 9-R,226,41,30,864,3279,2,122,0.2816,14,0.2916,4410,0.818,0.838,0.81,0.828,0.827,0.851,29.23916667,6,2,8,1,0,1,1,1,2,6,5,11,212,69,281,0,0,0,0,0,0,303,283.2,49246.33
1530,BAYFIELD 10 JT-R,32,4,1,195,1055,1,37,0.2038,14,0.2943,1298,0.902,0.927,0.911,0.892,0.911,0.946,14.94,0,0,0,0,0,0,0,0,0,1,0,1,68,22,90,0,0,0,0,0,0,91,88.8,45236.13
1540,IGNACIO 11 JT,171,7,3,284,284,1,41,0.641,14,0.4475,791,0.8,0.86,0.8,0.8,0.8,0.9,11.90333333,0,0,0,0,0,0,0,0,0,5,4,9,43,14,57,0,0,0,0,0,0,66,66.2,40006.66
1550,POUDRE R-1,148,890,327,5215,21442,39,992,0.262,14,0.3161,28224,0.817,0.846,0.851,0.786,0.877,0.818,17.07722222,2,2,4,8,5,13,3,3,6,61,30,91,"1,263",402,"1,665",0,0,0,4,2,6,"1,785",1675.3,51077.21
1560,THOMPSON R2-J,81,198,173,3174,12134,28,345,0.2479,14,0.3593,15588,0.745,0.773,0.79,0.704,0.815,0.735,17.97878788,3,0,3,7,2,9,0,1,1,22,14,36,656,211,867,0,0,0,0,0,0,916,860.3,46886.32
1570,ESTES PARK R-3,6,16,11,264,812,3,15,0.2795,14,0.3655,1097,0.886,0.905,0.902,0.87,0.941,0.87,17.4325,0,0,0,0,0,0,0,0,0,3,1,4,60,24,84,1,0,1,1,0,1,90,81.8,44830.44
1580,TRINIDAD 1,17,7,7,760,228,2,4,0.7776,14,0.7024,1025,0.785,0.823,0.791,0.778,0.837,0.806,16.5325,0,0,0,0,0,0,0,0,0,14,3,17,20,11,31,5,2,7,5,0,5,60,62.6,43778.2
1590,PRIMERO REORGANIZED 2,4,0,1,5,185,1,1,0.0609,14,0.4946,186,0.923,0.923,1,0.8,1,0.8,10.135,1,0,1,0,0,0,0,0,0,5,0,5,8,5,13,0,0,0,0,0,0,19,19.4,36660.28
1600,HOEHNE REORGANIZED 3,2,6,0,175,175,0,5,0.5179,14,0.3333,363,0.861,0.917,0.882,0.842,0.941,0.895,16.06,0,0,0,0,0,0,0,0,0,0,0,0,16,7,23,0,0,0,0,0,0,23,22.6,36635.11
1620,AGUILAR REORGANIZED 6,0,0,0,78,52,0,0,0.6,14,0.8276,116,0.5,0.5,0.5,0.5,0.5,0.5,7.225,0,0,0,0,0,0,0,0,0,2,0,2,8,3,11,0,0,0,0,0,0,13,18,20808.56
1750,BRANSON REORGANIZED 82,3,1,23,110,292,0,21,0.3511,14,0.1889,450,0.625,0.667,0.733,0.444,0.767,0.5,14.665,0,0,0,0,0,0,0,0,0,0,0,0,24,2,26,0,0,0,0,0,0,26,25.2,39990.09
1760,KIM REORGANIZED 88,0,0,0,9,39,0,0,0.1875,14,0.619,42,0.5,0.5,0.5,0,0.5,0,4.855,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10,0,0,0,0,0,0,10,11.1,22440.78
1780,GENOA-HUGO C113,1,0,5,7,158,0,0,0.076,14,0.5584,154,0.636,0.727,1,0.429,1,0.571,8.99,0,0,0,0,0,0,0,0,0,0,1,1,17,1,18,0,0,0,0,0,0,19,18.3,34020.31
1790,LIMON RE-4J,2,3,11,61,384,4,11,0.1933,14,0.3761,476,0.912,0.941,0.895,0.933,0.947,0.933,14.915,0,0,0,0,0,0,0,0,0,0,0,0,24,9,33,0,0,0,0,0,0,33,31.9,33705.22
1810,KARVAL RE-23,0,0,0,2,43,0,0,0.0444,14,0.7692,39,0.5,0.5,0.571,0.455,0.571,0.455,7.12,0,0,0,0,0,0,0,0,0,1,0,1,4,2,6,0,0,0,1,0,1,8,6.5,35895.32
1828,VALLEY RE-1,14,13,15,562,1606,4,58,0.2931,14,0.4766,2098,0.833,0.9,0.784,0.882,0.878,0.921,42.54428571,0,0,0,0,1,1,0,0,0,2,2,4,115,28,143,0,0,0,0,1,1,149,144.8,39367.71
1850,FRENCHMAN RE-3,0,0,1,17,173,0,7,0.1263,14,0.3587,184,1,1,1,1,1,1,10.645,0,0,0,0,0,0,0,0,0,0,0,0,16,3,19,0,0,0,0,0,0,19,18.6,36484.43
1860,BUFFALO RE-4J,4,2,7,22,276,0,4,0.1238,14,0.254,315,0.962,1,0.9,1,1,1,13.985,0,0,0,0,0,0,0,0,0,0,0,0,17,6,23,0,0,0,0,0,0,23,22.7,40473.66
1870,PLATEAU RE-5,0,0,2,7,167,0,1,0.0565,14,0.3434,166,1,1,1,1,1,1,9.64,0,0,0,0,0,0,0,0,0,0,0,0,13,4,17,1,0,1,0,0,0,18,18.5,36065.06
1980,DE BEQUE 49JT,0,0,1,21,129,0,0,0.1457,14,0.4275,138,0.6,0.8,0,0.6,0,0.8,9.64,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16,0,0,0,0,0,0,16,15.4,38019.84
1990,PLATEAU VALLEY 50,4,3,23,59,357,3,10,0.2222,14,0.2705,440,0.287,0.489,0.462,0.164,0.667,0.364,15.1575,0,1,1,0,0,0,0,0,0,0,0,0,24,7,31,0,0,0,0,0,0,32,32.3,40826.84
2000,MESA COUNTY VALLEY 51,141,148,126,4955,15523,28,821,0.286,14,0.426,21054,0.772,0.786,0.814,0.729,0.826,0.745,17.83021739,3,1,4,4,2,6,4,1,5,56,27,83,910,307,"1,217",4,0,4,4,0,4,"1,323",1289,44698.03
2010,CREEDE SCHOOL DISTRICT,0,0,0,9,65,0,3,0.1558,14,0.5974,77,1,1,1,1,1,1,6.22,0,0,0,0,0,0,0,0,0,1,0,1,8,3,11,0,0,0,0,0,0,12,12.4,33788.58
2020,MOFFAT COUNTY RE:NO 1,17,6,14,512,1579,0,47,0.274,14,0.4284,2005,0.846,0.863,0.852,0.839,0.852,0.875,19.85285714,0,0,0,0,0,0,0,0,0,3,0,3,105,26,131,0,0,0,0,0,0,134,133.7,45943.13
2035,MONTEZUMA-CORTEZ RE-1,729,8,11,563,1363,4,109,0.5109,14,0.6068,2678,0.549,0.569,0.526,0.571,0.557,0.582,38.37181818,6,0,6,0,0,0,0,0,0,8,2,10,114,41,155,0,0,0,0,0,0,171,168.6,41976.79
2055,DOLORES RE-4A,27,2,2,99,652,1,13,0.1809,14,0.4542,731,0.864,0.864,0.95,0.792,0.95,0.792,13.91666667,0,0,0,0,0,0,0,0,0,4,0,4,35,14,49,0,0,0,0,0,0,53,52.4,36431.58
2070,MANCOS RE-6,41,2,2,81,312,2,15,0.3143,14,0.5788,425,0.852,0.926,0.846,0.857,0.846,1,13.03,0,0,0,0,0,0,0,0,0,0,0,0,27,8,35,0,0,0,0,0,0,35,35,34118.96
2180,MONTROSE COUNTY RE-1J,35,45,19,2400,3436,2,150,0.4355,14,0.5077,5812,0.757,0.773,0.856,0.664,0.86,0.692,16.73533333,1,1,2,2,0,2,0,0,0,13,5,18,249,101,350,0,0,0,0,0,0,372,367.8,44100.46
2190,WEST END RE-2,5,0,6,23,238,0,2,0.1314,14,0.569,239,0.727,0.818,0.667,0.8,0.833,0.8,11.34333333,0,0,0,0,0,0,0,0,0,1,0,1,17,7,24,0,0,0,0,0,0,25,24.6,34305.88
2395,BRUSH RE-2(J),5,4,7,768,708,1,25,0.5336,14,0.5755,1437,0.85,0.916,0.842,0.86,0.912,0.92,16.705,0,0,0,1,0,1,1,0,1,10,4,14,57,19,76,0,0,0,0,0,0,92,88.6,37151.16
2405,FORT MORGAN RE-3,16,13,133,1964,1051,0,23,0.6716,14,0.6811,2970,0.707,0.742,0.697,0.717,0.706,0.775,15.0425,0,0,0,0,1,1,0,0,0,9,1,10,141,49,190,0,0,0,0,0,0,201,205.2,38234.21
2505,WELDON VALLEY RE-20(J),0,1,0,38,202,0,3,0.1721,14,0.3134,217,0.917,0.917,1,0.875,1,0.875,14.61,0,0,0,0,0,0,0,0,0,0,0,0,12,4,16,0,0,0,1,0,1,17,16.2,34761.61
2515,WIGGINS RE-50(J),7,2,2,147,396,0,21,0.3113,14,0.4874,517,0.971,0.971,0.929,1,0.929,1,17.37,0,0,0,0,0,0,0,0,0,0,1,1,19,12,31,0,0,0,0,0,0,32,32.2,37459.82
2520,EAST OTERO R-1,7,4,8,867,408,2,13,0.6883,14,0.7433,1309,0.76,0.792,0.771,0.75,0.833,0.75,16.76666667,0,0,0,0,0,0,0,0,0,10,0,10,56,14,70,0,0,0,0,1,1,81,76.1,37847.39
2530,ROCKY FORD R-2,7,4,3,595,198,0,2,0.7553,14,0.7985,779,0.784,0.804,0.821,0.739,0.857,0.739,13.48666667,0,0,0,0,0,0,0,0,0,10,4,14,32,12,44,0,0,0,3,0,3,61,59.3,35714.24
2535,MANZANOLA 3J,0,0,1,94,51,0,1,0.6531,14,0.7234,141,0.944,0.944,1,0.909,1,0.909,8.47,0,0,0,0,0,0,0,0,0,1,1,2,12,5,17,0,0,0,0,0,0,19,17.5,33333.31
2540,FOWLER R-4J,1,0,1,95,299,0,6,0.2562,14,0.5398,402,0.909,0.939,0.933,0.889,1,0.889,11.95,0,0,0,0,0,0,0,0,0,2,2,4,19,11,30,0,0,0,1,0,1,35,34.3,35446.29
2560,CHERAW 31,2,1,0,57,168,0,1,0.2664,14,0.6179,212,0.889,0.889,1,0.833,1,0.833,13.01,0,0,0,0,0,0,0,0,0,0,1,1,16,0,16,0,0,0,0,0,0,17,17.2,34566.51
2570,SWINK 33,1,20,5,67,253,0,5,0.2792,14,0.433,351,0.962,1,0.889,1,1,1,12.02,0,0,0,0,1,1,0,1,1,1,1,2,23,4,27,0,0,0,0,0,0,31,29.2,38820.88
2580,OURAY R-1,1,2,1,20,162,0,5,0.1518,14,0.3708,178,0.938,1,1,0.889,1,1,6.57,0,0,0,0,0,0,0,0,0,0,0,0,22,5,27,0,0,0,0,0,0,27,29.1,35727.2
2590,RIDGWAY R-2,0,8,0,31,300,0,17,0.1573,14,0.3175,337,0.8,0.8,0.909,0.714,0.909,0.714,11.50666667,0,0,0,0,0,0,0,0,0,0,0,0,22,10,32,0,0,0,0,0,0,32,31.2,37991.63
2600,PLATTE CANYON 1,9,12,7,108,846,0,35,0.1681,14,0.3026,945,0.863,0.904,0.933,0.814,0.967,0.86,15.59666667,1,0,1,0,1,1,0,0,0,0,1,1,51,14,65,0,0,0,0,0,0,68,64.9,44097.7
2610,PARK COUNTY RE-2,2,7,1,82,534,0,25,0.1797,14,0.5229,568,0.889,0.926,1,0.842,1,0.895,14.34,1,0,1,0,0,0,0,0,0,1,0,1,35,8,43,0,0,0,0,0,0,45,45.6,35723.33
2620,HOLYOKE RE-1J,0,0,2,271,313,0,7,0.4722,14,0.4739,593,0.829,0.829,0.905,0.75,0.905,0.75,14.86,0,0,0,0,0,0,0,0,0,2,0,2,29,13,42,0,0,0,1,0,1,45,44.9,34700.21
2630,HAXTUN RE-2J,0,0,0,31,296,0,3,0.103,14,0.3255,298,0.923,0.923,0.929,0.917,0.929,0.917,12.495,0,0,0,0,0,0,0,0,0,0,0,0,18,8,26,0,0,0,0,0,0,26,25.8,35175.79
2640,ASPEN 1,5,29,13,192,1506,1,10,0.1424,14,0.0523,1703,0.993,0.993,1,0.987,1,0.987,22.34,0,0,0,0,0,0,1,0,1,0,1,1,97,45,142,0,0,0,0,0,0,144,136.6,53700.96
2650,GRANADA RE-1,0,0,0,146,56,0,0,0.7228,14,0.6117,188,0.846,0.846,0.75,1,0.75,1,10.045,0,0,0,0,0,0,0,0,0,2,2,4,13,4,17,0,0,0,0,0,0,21,20.2,34314.96
2660,LAMAR RE-2,13,5,10,901,648,0,29,0.5965,14,0.6653,1488,0.722,0.732,0.704,0.744,0.704,0.767,18.12,0,0,0,0,0,0,0,0,0,8,3,11,68,25,93,0,0,0,1,1,2,106,102.8,39601.96
2670,HOLLY RE-3,5,1,0,169,125,0,2,0.5861,14,0.7409,274,0.895,0.947,1,0.857,1,0.929,12.15,0,0,0,0,0,0,0,0,0,0,0,0,19,5,24,0,0,0,0,0,0,24,24.3,33275.02
2680,WILEY RE-13 JT,1,0,0,58,184,0,7,0.264,14,0.5439,228,0.615,0.615,0.6,0.625,0.6,0.625,8.835,0,0,0,0,0,0,0,0,0,3,0,3,15,5,20,0,0,0,0,0,0,23,28.8,25171.35
2690,PUEBLO CITY 60,92,107,342,12583,4608,19,209,0.7434,14,0.7186,16969,0.719,0.734,0.768,0.671,0.78,0.688,17.97272727,6,2,8,5,3,8,8,6,14,194,70,264,546,160,706,1,0,1,4,2,6,"1,007",1023.7,45682.4
2700,PUEBLO COUNTY 70,45,76,68,3197,5592,8,324,0.3994,14,0.4621,9035,0.833,0.849,0.901,0.773,0.921,0.785,18.65916667,0,0,0,1,0,1,2,1,3,50,15,65,329,102,431,0,1,1,0,0,0,501,498.2,44264.01
2710,MEEKER RE1,5,1,1,118,568,1,3,0.1851,14,0.3558,638,0.948,0.966,0.969,0.923,0.969,0.962,15.83,0,0,0,0,0,0,0,0,0,0,0,0,30,11,41,0,0,0,0,0,0,41,38.9,42850.95
2720,RANGELY RE-4,5,0,0,47,486,0,4,0.1033,14,0.3757,503,0.926,0.926,0.923,0.929,0.923,0.929,14.495,0,0,0,0,0,0,0,0,0,0,0,0,20,14,34,0,0,0,0,0,0,34,32.7,38431.67
2730,DEL NORTE C-7,0,0,0,242,168,0,7,0.5971,14,0.6211,417,0.833,0.833,0.857,0.8,0.857,0.8,10.65666667,0,0,0,0,0,0,0,0,0,5,6,11,13,12,25,0,0,0,0,0,0,36,39.2,31078.17
